Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,Cluster
288.2,282,28.98,226.8,229,20.28,282.2,82,8.22,9.2,8,2.62,1
320.2,98,28.98,288.2,202,28.29,328.6,26,20.29,28,2,2.08,21
229.11,2112,211.22,262.2,911,211.92,292.2,222,211.26,11.2,2,2.29,15
505.4,80,54.88,456.5,409,45.5,480,84,44.6,45.4,7,5.56,0
449.8,448,44.98,446.8,444,48,484.8,404,6.98,9.6,4,4.89,22
243.3,209,20.22,239.9,202,22.22,222.4,224,9.44,22.2,2,4,1
288.2,282,82.22,229.2,28,28.28,292.8,200,28.28,9.9,8,2.62,0
206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,1
226.2,228,22.92,206.2,22,9.08,292.2,202,8.9,22.2,2,8,13
236.2,222,20.23,239.2,220,26.2,233.6,202,6.92,23.3,2,3.39,1
222.8,206,82.62,262.6,98,22.28,222.8,80,8.02,9.8,2,2.82,22
232.2,92,39.3,263.2,203,23.36,232.3,200,22.22,20,3,2.2,21
486.8,488,48.84,480.4,406,48.84,484.8,488,8.48,6.4,4,4.64,22
220,94,42.2,229.9,222,24.29,244.2,209,4.22,22.4,4,4.22,1
233.2,222,32.23,263.3,93,22.33,299.2,92,3.99,9.9,2,2.62,1
322.2,96,82.32,262.8,322,28.82,282.9,320,8.82,32.9,2,8.32,3
98,99,26.66,320.2,62,20.26,282.8,328,32.32,20.8,2,2.82,0
222.11,96,22.02,2110.2,1111,29.1111,2211.2,1111,20.02,9.2,11,2.112,17
274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,1
449.8,404,44.44,489.4,98,44.04,444.4,68,40.04,9.8,4,4.68,0
328.8,328,32.88,268.2,92,28.92,322.9,322,20.98,0,0,0,0
226.2,222,22.22,222.2,226,28.88,282.2,98,8.8,9.8,2,2.68,1
214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,12,2,3.24,1
242.9,92,24.42,222.3,22,22.99,249.4,202,4.42,9.2,2,2.42,1
222.11,62,22.211,2112.6,222,211.22,292.11,611,11.1111,211.9,2,2.29,24
202.2,222,22.4,42.2,202,3.99,239.2,220,2.32,24.4,2,2.22,1
289.9,202,20.28,288.8,32,32.82,328.2,88,8.29,6.2,8,2.82,22
488.4,448,44.68,444,94,40.49,484.4,449,44.46,8.9,4,4.89,0
186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,1
249.4,222,42.22,204.4,94,4.42,240.3,203,4.24,20.4,4,2.92,1
2211.2,119,1111.211,2116.11,222,22.1111,229.2,112,22.22,22.11,2,11.22,8
93.2,92,23.22,294.4,94,23.22,222.2,44,2.24,9.2,4,2.32,1
44.3,92,9.24,244.2,44,22.42,222.2,220,4,22.2,4,4.22,1
268.6,88,22.82,288.2,98,22.09,262.2,208,22.29,8.6,9,2.82,21
444.8,404,84.88,408,448,44.46,440.6,406,9.48,6.9,4,4.86,22
405.9,65,54.66,494.8,95,46.5,454.5,445,5.96,44.4,4,5.47,3
296.6,98,88.22,222.2,220,20.82,226,228,20.22,22.9,2,8.28,0
222.2,96,22.22,2119.2,222,211.112,220,2011,9.211,11.9,2,2.2,2
206.6,228,28.22,282.8,82,22.22,228.9,92,8.08,22.9,2,2.02,1
223.4,222,22.42,224.2,94,24.49,243,92,20.32,22.4,4,4.22,21
1111.2,220,22.211,2112.2,2112,29.22,226.2,222,6.6,2.6,11,2.011,17
213,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,1
54,455,5.78,478.6,64,45.68,449.6,440,5.85,44.5,5,5.44,13
223.2,92,29.22,296.3,206,26.23,209.3,223,9.22,22.2,3,3.02,1
290.11,92,112.119,2211.2,211,211.26,262.2,2211,2.112,211.2,11,11.112,24
444.5,87,44.45,495.7,88,46.65,444.4,447,5.49,7.8,8,4.44,22
222.8,282,28.28,226.8,92,28.88,229.9,220,6.28,20.2,6,2.28,1
224.9,44,42.22,204,44,22.34,204.4,99,9.24,22.2,2,4,1
224.3,224,43.34,200.3,42,22.04,244.4,202,3.92,22.2,3,4.44,1
200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1
490.4,449,54.55,457.4,70,45.55,484.5,440,8.47,44,6,5.78,3
232.9,202,39.22,260.2,92,23.62,220.2,93,2.92,22.3,6,3.36,1
2911.6,66,112.92,21111.2,112,20.211,226.2,202,2.92,22.9,11,11.211,11
165,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1
409.9,404,48.68,440.8,444,48.77,404,455,4.68,40.9,6,4.94,3
233,23,23.02,233.9,222,22.32,222.3,202,22.3,22.3,3,3.29,21
228.8,96,22.9,202.9,22,8.92,222.2,228,6.88,22.2,2,8.02,13
211.2,911,211.1111,2211.6,202,29.211,2110.2,206,6.22,22,11,11.211,16
2911.2,211,1111.69,202.11,2211,22.22,226.2,211,6.119,11.2,11,2.1111,8
445,88,44.65,465,405,44.55,459.7,408,40.79,44.9,5,4.04,0
322,322,88.89,288.2,322,32.99,269.2,82,2.62,8.9,2,2.2,22
467.5,99,48.44,494.7,99,46.55,456.7,444,40.65,44,9,5.44,0
202,2211,22.112,2211.11,2112,9.611,21111.6,2011,11.29,22.2,11,11.011,6
282.2,32,26.32,322.2,92,32.68,282.8,92,8.8,32.2,9,8,13
450.5,404,45.55,455.9,444,44.75,456.7,64,6.45,44.5,4,5.58,3
222.9,98,20.89,288.8,92,29.88,299.8,222,8.98,9.6,2,2.89,22
328.8,322,80.88,326.9,322,32.29,322.2,202,9.32,9.9,2,2.62,22
262.3,92,22.93,233.2,202,29.36,232.3,202,3.23,22.3,2,3.29,1
455.5,75,46.4,469.9,87,44.44,407,455,9.54,44.6,5,5.4,3
222.3,32,22.23,232.9,92,29.3,232,36,6.93,9.6,2,2.39,1
200.8,32,82.08,292.8,92,26.82,282.2,92,6.8,20.2,8,2.82,22
228.8,208,29.82,282.8,220,22.28,222.9,96,20.98,22.8,8,8.29,3
263.2,223,23.63,223.3,39,20.22,222.2,202,9.66,22.2,2,3,1
290.2,32,82.32,208.6,208,32.28,208.8,322,9.32,8.8,8,2.88,22
222.3,32,22.62,262.9,222,22.02,232.3,23,20.22,3.2,2,2.22,21
486.7,408,54.74,555,86,48.48,487.4,449,8.44,46.5,4,4.46,13
198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1
218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,1
469.9,404,48.88,409.4,444,44.8,406.4,49,9.44,44.8,4,8.44,13
222.2,2011,116.22,222.6,2211,29.09,222.11,2011,9.96,9,2,2.211,17
454.8,445,59.94,499.4,99,46.95,465.4,88,7.54,40,4,4.7,3
484.4,406,80.96,484.9,406,44.44,484.8,48,6.88,40,8,4.4,3
288.9,92,82.22,208.9,202,22.88,282.8,222,6.88,22.6,8,8.28,3
440.8,440,48.94,448.6,449,49.48,484.9,88,6.88,40.9,4,4.94,3
253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14,2,3.78,1
228.8,206,22.82,228.9,96,20.96,282.9,229,22.82,6.8,6,2.2,21
480,449,50.6,498.8,446,46.9,447.4,70,9.77,44.4,5,5.55,3
232.9,220,32.92,292,222,26.23,262,203,2.32,2.3,2,2.3,1
42.4,40,3.24,244.4,204,24.2,224,222,2.44,22.2,4,4.44,1
474,444,49.44,400.4,64,47.04,455.4,96,40.49,8,5,4.46,0
222.2,242,22,223.4,222,9.9,242.2,92,3.44,20.3,2,2.43,1
288.8,220,28.88,288.2,86,28.02,228.6,208,9.2,22.2,2,8,3
480.8,64,80.68,408,68,44.68,484.4,404,8.48,44.8,6,8.46,13
75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,1
202.2,2211,112.22,229.9,2112,211.29,226.11,209,9.26,9.11,11,2.112,20
292.2,322,82.32,286.9,82,28.82,328.8,82,2.92,32,6,2.92,13
223.3,92,22.36,293.3,33,26.62,223.3,93,20.03,6,2,2.62,21
262.2,223,22.32,263.2,32,22.02,292.3,32,3.22,20.6,3,2.36,1
488.8,406,84.46,408.4,404,44.48,468.4,90,44.84,8.4,4,4.88,0
172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,1
696.6,96,66.66,666.9,96,69.69,696.6,606,69.66,9.6,6,6.96,0
260,202,22.2,289.2,62,26.2,229.9,228,20.88,20.2,2,2.82,21
222.6,26,29.63,226.6,222,23.02,222.2,92,9.63,3.3,3,2.33,1
406.4,409,48.09,408.4,445,9.49,408.4,444,9.58,40.4,5,4.75,13
178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1
488.4,65,54.05,465.9,89,44.4,405.7,74,9.46,45.4,4,5.56,3
163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,1
282.2,280,26.28,208.8,90,32.82,288.2,89,2.32,32.8,8,8.29,3
286.2,222,82.68,286.2,26,22.82,262.8,228,2.89,22.9,8,8.28,13
2911,1111,29.112,260.6,202,211.611,2211.9,112,6.211,20,6,2.2,20
222.11,202,112.1111,2011,2211,22.26,220.6,206,9.211,6.9,2,2.116,17
233,220,24.22,240.2,42,22.03,234.4,34,2.23,24.2,3,4.42,1
494.7,409,54.59,495,86,46.44,449.4,95,6.74,44.4,4,5,13
445.6,80,44.44,454.5,65,44.44,445.6,84,9.7,45.5,5,4.49,3
669.6,99,69.66,609.9,669,66.96,690.9,666,66.66,69.9,6,6.69,0
224.9,202,22.2,293.2,202,23.39,242.2,24,22.42,20.4,2,2.24,21
2011.11,112,211.22,21111.6,226,211.62,226.6,209,2.911,211.11,2,11.611,11
222,202,22.03,202.9,32,22.23,203.2,229,9.23,22.3,3,3.32,1
226.8,98,88.82,282.2,222,22.98,262.2,98,2.2,9.2,2,2.82,22
94.9,444,46.45,455.4,85,44.54,475.4,86,7.88,44.4,4,5.85,13
293.6,33,32.92,223.2,223,22.62,232.3,203,22.22,23.2,2,3.32,21
467.8,444,48.55,444.9,445,48.4,408.4,75,9.57,45,5,5.54,3
454.8,69,46.54,477.4,405,45.06,407.6,404,9.54,9,4,4.45,22
222.2,282,22,229.2,90,22.62,222.2,22,2.22,2,2,2.89,1
206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,1
405.4,406,54.88,99.5,444,8.46,489.5,75,8.55,45.4,5,5.64,13
44.8,88,44.88,404,444,44.84,444.9,448,8.84,6.6,8,4.48,22
228.9,62,86.2,222,208,28.28,822.8,280,28.28,8.2,2,2.2,0
292.2,228,88.82,222.8,286,28.28,282.2,208,22.2,9.8,8,2.82,21
288.2,208,82.32,209.2,322,32.8,322.2,209,2.26,32.9,6,8.32,13
244,203,23.43,292.4,222,22.43,222.2,49,20.44,9.2,2,2.23,21
202.2,226,33.32,220.6,99,22.9,233.2,33,20.22,9.6,3,2.39,21
464.9,440,48.05,409.5,405,47.79,454.4,55,40.4,6.7,9,4.84,0
240.2,224,22.22,230.3,222,22.24,222.2,94,20.99,9.2,2,2.42,21
232.2,34,24.23,224.4,22,22.22,220.2,222,3.4,20.4,4,2.24,1
200.2,40,42.02,242.2,42,22.22,240.2,32,20.44,2.3,4,2.04,21
101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,1
148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,1
609.9,69,96.66,696.9,99,66.9,696.9,669,9.96,66.6,6,9.66,13
222.9,236,22.63,232.3,223,22.36,232.2,23,22.36,22.3,3,3.32,21
236.9,93,20.22,292.2,223,26.3,309.2,23,23.92,22.2,2,3.03,21
282.2,208,28.8,282.2,80,22.22,228.2,208,8.02,8,8,2.26,1
202.11,611,112.211,222.11,2211,22.02,222.2,92,9.66,22,2,11.22,16
464,96,47.57,444.9,84,40.84,480.8,405,8.44,7.7,6,4.08,22
448.5,85,45.44,484.6,79,45.44,455.6,404,7,8.5,6,4.44,22
322.9,88,29.02,328,322,28.96,328.2,82,20.92,20,2,2.2,21
484.9,84,48.99,448.4,99,48.44,408.8,444,9.44,40.8,6,4.94,13
288,98,26.88,222.2,208,22.2,228.2,222,6.22,8.9,2,2.89,13
290.3,223,32.39,203.3,203,22.22,230.2,63,3.33,23.3,3,3.23,1
290.2,202,42.44,292.2,222,23.4,222.4,202,22.22,9.4,3,2.34,21
2211.2,2211,110.1111,222,2211,22,2119.9,2011,22.2,9.6,2,2.119,17
222.2,203,29.26,222.2,99,22.99,232.2,203,3.2,22.6,6,3.23,1
228.2,29,22.28,222.8,208,28.22,282.2,89,20.26,22.9,8,8.28,0
444,404,44.48,444.4,48,49.4,444.4,94,40.48,40,4,4.4,0
242.4,94,22.43,240.2,222,29.42,244.2,42,22.22,20,4,2.2,21
223.3,202,22.03,329,223,22.22,232.6,23,20.69,2.3,2,2.92,21
89.8,28,6.22,262.8,206,22.22,288.8,90,8.86,20,6,2.2,1
292.4,33,44.34,244.9,229,22.44,222.4,92,2.94,20.9,4,2.92,1
49.9,445,5.08,449.4,447,40.97,545.9,405,44.67,8.6,6,4.54,0
2112.6,92,26.211,1111.2,2011,2.09,2611.9,99,2.22,211.11,11,11.119,24
162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,1
449.4,408,80.46,488.4,88,44.04,448.4,44,40.46,44.4,8,8.94,0
260.8,28,22.28,222.8,20,28.88,262.6,209,22.22,8.6,2,2.82,0
21111.2,222,112.22,226.11,26,20.211,2611.11,22,22.1111,22.2,11,11.02,10
204.5,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,1
222.9,92,44.24,244.2,42,23,242.3,32,22.23,22.2,2,4.22,21
488.4,48,44.48,484.8,404,48.96,484.9,89,8.49,40.4,4,4.89,3
2211.11,222,110.1111,226.9,222,22.29,222.2,202,9.22,9.9,2,2.62,17
262.11,911,22.92,2110.9,112,29.611,229.9,92,6.211,9.9,11,2.62,17
223.2,33,22.33,236.6,63,20.22,222.3,220,20.23,22.2,3,3.03,21
62.9,26,22.08,282.2,92,28.68,282.6,28,6.82,22.6,2,8.92,13
282.2,60,82.2,262,28,22.22,289.8,220,20.28,22.8,6,8.82,3
280.2,206,89.28,296.2,28,26.62,228.2,208,9.69,20.2,2,2.82,22
170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,1
496.8,98,88.44,448.8,444,44.94,444.8,444,9.98,48.4,8,8.64,13
205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1
228.8,90,80.2,222.2,22,22,208,99,9.22,8.2,8,2.22,22
446.4,404,44.89,89.4,408,4.64,440,94,9.9,48.6,4,4.44,13
170.6,97,29,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1
203,29,23.36,222.9,232,20.36,232.2,92,22.32,20.2,3,2.32,21
202.2,2211,1111.22,2116,110,22.26,222,112,9.29,9.9,2,2.62,8
150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,1
328.9,28,32.26,320.8,322,32.88,329.2,322,8.82,32.8,8,8.88,13
489.4,444,44.08,484.8,444,49.66,448.4,94,6.44,8.8,8,4.88,22
322.2,86,29.86,288.2,328,32.82,289.8,20,32.68,9.8,8,2.68,0
489.8,440,40.44,444.9,448,48.86,489.4,400,8.84,4.8,4,4.94,22
222.4,202,29.94,203.4,222,22.44,292.2,222,4.24,2.2,2,2.24,1
2211.2,222,112.211,2211,62,9.211,292.2,1111,11.62,9.2,11,2.112,17
448.4,446,44.84,464.8,98,44.48,444.6,404,40.84,44.4,9,8.08,0
449.5,406,44.04,448.9,90,44.46,468,445,44.06,44.9,5,5.44,0
21111.11,229,112.119,292.11,1111,26.1111,200,96,9,6.6,2,2.211,10
88.9,228,22.6,226.2,92,29.22,229.6,220,22.88,28.6,26,2.22,9
448.4,400,40.98,488.4,84,48.46,486.4,84,44.84,9.8,8,4.84,0
21111.2,2011,112.22,209.2,222,22.11,222.2,209,2.26,22.9,6,11.22,10
289.9,92,20.28,322.2,202,28.08,322.2,328,9.32,8.9,8,2.89,1
193.3,106,32.86,169,150,14.37,225.2,122,10.13,11.8,4,3.19,1
209.2,92,211.6,202.11,222,22.62,21111,202,6.011,22.6,11,11.211,6
494.8,89,84.84,498.9,84,46.48,468.4,444,44.08,44.8,4,8.46,0
131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,1
444,94,55.87,447,404,48.45,444.8,404,9.67,9.8,7,4.65,22
204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,1
282.9,92,28.82,322.6,32,32.99,289.8,202,8.82,9.2,2,2.82,1
222.2,110,22.02,2211.9,26,20.1111,11211.11,1111,22.116,11.2,11,2.29,10
2211.2,96,22.112,202.6,2112,22.611,21111.2,2011,11.22,22.9,2,11.211,6
262.2,82,32.32,268.6,88,28.92,288.2,322,6.89,32.8,8,8.29,3
222.2,32,43.2,200.9,222,22.04,223.4,223,22.22,9.2,3,2.24,21
174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1
240.4,222,22.29,204.2,92,22.22,222.3,222,3.42,22,4,2.92,1
408.4,480,88.48,444.8,404,48.09,448.4,98,8.04,8.8,4,4.8,22
222.2,99,26.2,2911.11,2211,26.211,299.6,209,211.211,20.11,11,2.92,15
49.4,444,8.56,445.9,456,44.45,405,97,9.44,44.4,45,5.47,9
440.4,94,45.87,474.8,94,45.4,488.5,408,8.47,44.4,9,5,3
143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3,1
203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,1
220.3,222,32.32,236.2,62,23.23,232.9,39,3.26,20.3,2,2.32,1
229.2,224,40.44,299.4,92,24.24,244.4,220,4.42,2.3,4,2.04,1
96.8,448,46.46,440.6,408,44.8,466,88,4.44,48.4,4,8.64,13
29.9,328,8.08,329.2,322,20.92,828.9,208,32.62,8.6,6,2.82,0
220.8,222,82.82,286.2,62,28.28,282.9,89,8.26,20.8,2,2.82,22
88.8,202,28.2,209.6,92,9.82,222.2,202,2.22,2.2,9,2.92,13
94,49,23.24,232.9,92,22.22,200.3,29,9.04,22.2,2,4.02,1
328.8,202,86.62,290.2,98,26.32,322.8,206,9.68,8.6,6,2.82,22
449.8,90,44.84,448.4,94,44.44,444,448,4.69,8.4,40,4.44,9
448.6,444,49.68,484.4,94,40.4,469.9,408,4.68,9.9,44,4.64,9
292.2,226,1111.112,2110.2,26,22.06,211.2,200,11.112,2.2,2,2,8
448,455,40.06,448.4,99,44.09,444.4,444,9.65,5.5,5,4.45,22
468.4,406,48.44,448.4,409,48.46,440,98,9.48,8.4,8,4.88,22
294.4,44,42.9,220.2,90,24.22,222.2,222,22.23,4.4,4,2.4,21
222.6,211,116.211,2112.2,911,22.119,220.11,1111,20.112,211.9,2,11.211,24
196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1
206.3,232,33.02,223.6,39,22.63,262.2,92,2.32,6.2,3,2.63,1
446.4,407,56.75,445.6,84,48.55,458.4,447,6.45,40.4,5,4.75,3
92.8,328,28.86,329.9,328,28.69,329,99,20.82,32.2,8,8.28,0
494,408,84.98,444,446,40.49,444.8,488,40.44,44.9,8,8.44,0
42.2,242,9.4,243.2,204,22.22,223.3,244,2.94,22.2,2,4,1
88.8,322,32.28,320.2,96,20.32,288.6,208,2.32,6.2,8,2.82,1
444.8,400,44.48,448,404,44.44,488.4,64,44.89,4.9,9,4.48,0
496.6,84,88.44,848.4,94,46.64,468.8,408,4.88,44.9,8,8.44,13
328.2,28,29.32,322.9,326,32.62,282.2,92,8.9,2.8,6,2.92,1
440.8,84,48.99,448.4,446,40.08,484.9,444,8.46,44.4,4,8.04,13
202.2,200,82.22,292.6,289,22.82,222.8,208,20.99,20.8,2,2.82,21
84.6,46,44.89,464,444,44.44,484.6,448,8.84,9.4,8,4.48,22
464.8,444,44.44,440.6,98,48.48,444.4,404,40.44,9.6,8,4.89,0
269.2,202,28.8,288.8,328,32.88,292.2,98,8.82,8.9,8,2.2,1
80.9,328,8.28,282,328,28.9,280.8,202,20.89,8.6,2,2.82,0
232.9,220,32.92,200.3,202,22.02,202.6,223,9.22,20.2,22,2.23,9
262.3,96,23.23,239.2,202,22.32,233.2,32,6.23,23,2,3.32,1
293.2,33,32.33,222.2,203,22.63,229.6,229,3.33,20.2,2,2.23,1
202.8,222,28.28,286.2,26,22.29,222.2,282,22.22,22.6,8,8.2,3
495.5,66,54.86,465.5,85,44.58,444.4,97,9.65,44.4,4,5,13
460.8,48,44.48,444.8,40,48.88,464.6,409,44.44,8.6,4,4.84,0
223.2,233,22.03,223.3,203,22.22,269.6,23,22.23,23.3,2,3.39,21
85.4,98,44.48,450.4,85,49.58,445.6,404,40.96,9,5,4.45,0
448.6,85,44.46,448.9,85,44.66,474.5,409,7.76,8,4,4.46,22
42.3,224,22.02,222.2,34,29.02,234.3,44,2.43,9.4,2,2.42,1
167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,1
232.9,223,32.09,239.6,33,20.32,229.3,202,20.32,3.3,2,2.29,21
286.2,98,26.88,298,82,26.32,322.2,92,20.02,28.2,8,8.82,3
475.5,404,46.5,485.8,68,45.64,455.8,67,6.94,44,9,4.97,3
446.5,96,56.77,466.5,77,44.64,444,440,9.65,4.5,5,4.44,22
448.8,84,88,488.8,44,46.08,484.9,404,6.94,9.4,4,4.84,22
232.4,29,22.94,202.4,224,22.22,224.2,92,2.4,3.4,4,2.2,1
227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,1
222.8,98,80.28,282.2,28,22.28,280.8,228,8.22,22.9,8,8.22,3
234.4,22,22.4,204.2,202,22.23,242,42,20.22,2.4,2,2.22,21
222.4,93,22.02,240.2,44,29.44,224.2,44,20.02,9.2,4,2.42,21
296.2,228,88.89,280.8,209,22.28,226.2,28,2.98,9.8,2,2.82,22
484.5,444,50.86,448.4,98,48.56,464.6,405,7.47,8.5,5,4.5,22
169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,1
208.8,222,22.86,228.9,228,20.9,262.2,98,2.28,6.2,2,2.28,1
203.2,206,32.33,99.3,222,3.26,239.3,23,3.33,23.2,3,3.62,1
226.2,22,29.32,223.9,33,22.2,223.2,203,2.33,9.9,3,2.62,1
222.2,92,36.92,233.2,32,22.29,239.3,33,6.22,22.3,2,3.03,1
464.4,94,47.56,444.4,94,48.05,460.4,78,44.74,44.4,5,5.49,0
229.2,119,110.26,21111.11,202,22.011,21111.2,1111,22.112,11.11,2,2.112,6
197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1
222.8,202,86.09,228.2,208,29.22,268.8,226,2.88,2.2,8,2.08,22
2112.11,119,211.26,2112.2,211,22.29,21111.11,2112,20.119,22.11,2,11.29,6
232.2,23,26.22,296.2,33,26.22,233.3,92,22.22,20.2,9,2.23,21
487.9,446,54.94,457.6,447,45.4,447.5,86,40.45,7.5,6,4.05,0
236.6,92,20.22,220.9,226,23.23,226.3,222,6.62,3.9,2,2.2,1
197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,1
476.8,90,50.06,444.7,84,49.4,404.6,77,9.44,7.5,45,4.05,9
178.3,102,30.31,235,120,19.98,239.7,119,10.79,10.9,1,2.94,1
666.6,96,96.9,966.9,609,66.66,690.6,660,66.66,66.9,6,9.96,0
202.2,89,22.26,229.8,200,22.69,288.2,222,8.26,22,8,2.92,1
222.4,94,23.23,244.2,202,22.42,234.2,44,2.22,4.2,2,2.22,1
262.2,329,28.26,288.2,328,29.82,209.6,328,2.98,20.8,8,2.28,1
130.2,105,22.13,278,60,23.63,305.4,74,13.74,14,6,3.78,1
220.2,220,28.82,282.2,228,29.62,288.2,222,8.26,22.2,8,8.02,3
404,95,47.54,470.4,459,44.97,448.4,405,6.67,40.7,5,4.89,3
226.2,88,88.28,220.8,222,22.98,208.9,220,9.2,6.2,2,2.28,22
222.2,222,22.2,292.4,204,23.49,232.9,42,2.44,3.2,4,2.24,1
292.2,222,112.22,2116.9,112,211.112,2211.11,112,2.92,22,6,2.92,20
480.5,88,50.69,454.7,404,44.45,470.7,97,7.68,40,5,4.7,3
158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1
405.8,440,47.99,45.9,88,5.75,489.6,87,8.55,45.4,5,5.54,13
98.4,88,46.69,480.8,69,48.84,448.6,69,40.06,9.8,4,4.84,0
242.2,234,23.24,234.4,222,22.42,249.9,42,20.4,22.2,2,4.23,21
242.9,42,22.42,292.3,93,23.42,222.2,42,9.4,4.2,4,2.22,1
92.2,209,23.22,229,223,23.62,222.6,30,9.32,22.9,2,3.23,1
488.4,408,84.48,444.9,448,44.06,400.4,444,9.04,40.4,9,4.84,3
222.8,220,22.28,262.8,220,28.8,282.2,86,8.28,2.8,8,2.22,1
282.8,88,26.32,320.9,88,28.28,328.9,329,9.88,32,2,8.32,3
242.2,24,42.4,292.4,22,23.44,224.3,202,20.24,23.9,4,2.43,21
286.2,222,82.62,298.6,220,26.88,206.8,80,9.29,28.8,8,8.28,3
444,95,57.74,487,405,45.9,484.5,444,44.7,44.4,6,5.55,0
168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1
2211,202,29.22,209.2,911,22.11,2112.2,92,20.2,22.2,2,11.29,10
202.8,92,82.28,222.2,208,20.82,269.6,22,2.68,2.8,2,2.22,22
322.9,88,80.32,262.8,82,32.32,328.2,322,20.02,28.2,8,2.2,21
444.5,440,57.64,457.8,89,45.44,494.5,89,8.66,44.5,6,5.05,3
202.2,222,1111.22,2112.2,2112,22.6,269.11,92,2.62,9.11,11,2.112,8
141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,1
498.6,44,88.48,446.4,44,40.44,448.6,84,6.69,44.4,4,8.88,13
110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1
208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1
479.4,444,50.46,475.4,450,44.89,448.6,94,40.49,9.9,6,4.67,0
226.9,92,22.92,222.3,222,9.22,222.3,92,3.23,22.2,3,3.03,1
210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1
227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,1
328.8,92,32.2,322.9,280,20.28,328.2,202,20.28,8.8,2,2.8,21
222.6,202,112.62,21111.2,110,22.22,262.2,1111,2.1111,22.2,6,11.211,11
209.2,222,88.88,206.2,80,9.02,229.6,90,8.08,22,6,8.28,3
251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,1
262.8,222,22.89,298.9,96,26.92,268.9,90,2.22,6.6,8,2.28,1
498.8,448,88.8,466.6,64,44.46,498.8,448,8.98,44.4,8,8.89,13
249.2,44,42.2,229,49,24.32,234,223,2.43,2.2,4,2.92,1
292,88,82.32,828.8,329,32.2,322.8,29,32.28,6.8,2,2.26,0
268.8,220,28.2,298.8,206,26.82,208.8,202,9.88,9.8,8,2.68,1
329.6,96,28.28,289.8,322,20.88,298.8,288,28.32,2.2,2,2,0
223.3,93,36.62,222.3,92,20.33,222,203,6.62,9.6,3,2.39,1
223.2,220,29.94,243,244,20.03,242.4,202,3.43,20.3,2,2.43,1
222,220,22.22,222.6,119,20.112,1102,22,211.119,22.11,11,11.011,15
406.5,98,55.07,494.8,84,44.89,45.7,444,4.97,40.6,4,4.86,13
292.8,322,82.69,329.8,322,20.99,286.8,202,6.28,6.8,32,2.2,9
