VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,Churn
0,228.9,62,86.2,222.0,208,28.28,822.8,280,28.28,8.2,2,2.2,False
28,292.2,228,88.82,222.8,286,28.28,282.2,208,22.2,9.8,8,2.82,False
89,288.2,208,82.32,209.2,322,32.8,322.2,209,2.26,32.9,6,8.32,False
0,244.0,203,23.43,292.4,222,22.43,222.2,49,20.44,9.2,2,2.23,False
0,202.2,226,33.32,220.6,99,22.9,233.2,33,20.22,9.6,3,2.39,False
37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,True
0,202.0,228,82.82,282.8,28,28.62,226.0,89,2.92,2.2,2,2.0,True
45,464.9,440,48.05,409.5,405,47.79,454.4,55,40.4,6.7,9,4.84,False
0,240.2,224,22.22,230.3,222,22.24,222.2,94,20.99,9.2,2,2.42,False
0,232.2,34,24.23,224.4,22,22.22,220.2,222,3.4,20.4,4,2.24,False
22,200.2,40,42.02,242.2,42,22.22,240.2,32,20.44,2.3,4,2.04,False
0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,False
0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,False
0,609.9,69,96.66,696.9,99,66.9,696.9,669,9.96,66.6,6,9.66,False
0,222.9,236,22.63,232.3,223,22.36,232.2,23,22.36,22.3,3,3.32,False
0,236.9,93,20.22,292.2,223,26.3,309.2,23,23.92,22.2,2,3.03,False
0,282.2,208,28.8,282.2,80,22.22,228.2,208,8.02,8.0,8,2.26,False
0,202.11,611,112.211,222.11,2211,22.02,222.2,92,9.66,22.0,2,11.22,False
0,464.0,96,47.57,444.9,84,40.84,480.8,405,8.44,7.7,6,4.08,False
0,448.5,85,45.44,484.6,79,45.44,455.6,404,7.0,8.5,6,4.44,False
0,322.9,88,29.02,328.0,322,28.96,328.2,82,20.92,20.0,2,2.2,False
0,229.8,96,22.22,262.9,92,22.26,266.8,208,2.82,22.2,2,8.28,True
49,484.9,84,48.99,448.4,99,48.44,408.8,444,9.44,40.8,6,4.94,False
82,288.0,98,26.88,222.2,208,22.2,228.2,222,6.22,8.9,2,2.89,False
0,290.3,223,32.39,203.3,203,22.22,230.2,63,3.33,23.3,3,3.23,False
0,290.2,202,42.44,292.2,222,23.4,222.4,202,22.22,9.4,3,2.34,False
0,2211.2,2211,110.1111,222.0,2211,22.0,2119.9,2011,22.2,9.6,2,2.119,False
0,222.2,203,29.26,222.2,99,22.99,232.2,203,3.2,22.6,6,3.23,False
82,228.2,29,22.28,222.8,208,28.22,282.2,89,20.26,22.9,8,8.28,False
0,89.8,92,28.22,889.9,206,28.89,222.9,26,2.28,2.9,2,2.28,True
0,444.0,404,44.48,444.4,48,49.4,444.4,94,40.48,40.0,4,4.4,False
22,242.4,94,22.43,240.2,222,29.42,244.2,42,22.22,20.0,4,2.2,False
0,223.3,202,22.03,329.0,223,22.22,232.6,23,20.69,2.3,2,2.92,False
0,2112.2,2011,211.112,2211.2,2211,211.26,21111.2,911,6.119,22.2,2,11.119,True
0,229.2,222,22.23,230.3,203,23.32,222.3,202,9.29,9.3,22,2.32,True
0,89.8,28,6.22,262.8,206,22.22,288.8,90,8.86,20.0,6,2.2,False
0,1122.11,2211,112.29,222.0,911,211.112,262.11,2211,2.1111,6.2,11,2.112,True
0,292.4,33,44.34,244.9,229,22.44,222.4,92,2.94,20.9,4,2.92,False
45,49.9,445,5.08,449.4,447,40.97,545.9,405,44.67,8.6,6,4.54,False
112,2112.6,92,26.211,1111.2,2011,2.09,2611.9,99,2.22,211.11,11,11.119,False
0,162.6,83,27.64,152.3,109,12.95,57.5,122,2.59,14.2,3,3.83,False
80,449.4,408,80.46,488.4,88,44.04,448.4,44,40.46,44.4,8,8.94,False
82,260.8,28,22.28,222.8,20,28.88,262.6,209,22.22,8.6,2,2.82,False
116,21111.2,222,112.22,226.11,26,20.211,2611.11,22,22.1111,22.2,11,11.02,False
0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,False
23,222.9,92,44.24,244.2,42,23.0,242.3,32,22.23,22.2,2,4.22,False
0,488.4,48,44.48,484.8,404,48.96,484.9,89,8.49,40.4,4,4.89,False
0,2211.11,222,110.1111,226.9,222,22.29,222.2,202,9.22,9.9,2,2.62,False
0,262.11,911,22.92,2110.9,112,29.611,229.9,92,6.211,9.9,11,2.62,False
32,223.2,33,22.33,236.6,63,20.22,222.3,220,20.23,22.2,3,3.03,False
88,62.9,26,22.08,282.2,92,28.68,282.6,28,6.82,22.6,2,8.92,False
0,282.2,60,82.2,262.0,28,22.22,289.8,220,20.28,22.8,6,8.82,False
0,224.4,223,22.29,243.2,92,22.42,220.2,224,20.44,9.0,24,2.24,True
0,286.6,209,20.32,269.9,202,32.32,322.8,328,9.88,32.2,2,8.0,True
22,280.2,206,89.28,296.2,28,26.62,228.2,208,9.69,20.2,2,2.82,False
26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,False
46,496.8,98,88.44,448.8,444,44.94,444.8,444,9.98,48.4,8,8.64,False
0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,False
0,228.8,90,80.2,222.2,22,22.0,208.0,99,9.22,8.2,8,2.22,False
84,446.4,404,44.89,89.4,408,4.64,440.0,94,9.9,48.6,4,4.44,False
0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,False
0,203.0,29,23.36,222.9,232,20.36,232.2,92,22.32,20.2,3,2.32,False
0,449.8,409,44.44,444.4,406,40.6,484.8,48,40.48,44.6,4,8.48,True
0,294.4,29,29.43,244.4,90,23.02,233.9,92,22.02,22.4,2,4.92,True
0,202.2,2211,1111.22,2116.0,110,22.26,222.0,112,9.29,9.9,2,2.62,False
0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,False
89,328.9,28,32.26,320.8,322,32.88,329.2,322,8.82,32.8,8,8.88,False
0,489.4,444,44.08,484.8,444,49.66,448.4,94,6.44,8.8,8,4.88,False
28,322.2,86,29.86,288.2,328,32.82,289.8,20,32.68,9.8,8,2.68,False
84,489.8,440,40.44,444.9,448,48.86,489.4,400,8.84,4.8,4,4.94,False
22,222.4,202,29.94,203.4,222,22.44,292.2,222,4.24,2.2,2,2.24,False
112,2211.2,222,112.211,2211.0,62,9.211,292.2,1111,11.62,9.2,11,2.112,False
0,448.4,446,44.84,464.8,98,44.48,444.6,404,40.84,44.4,9,8.08,False
47,449.5,406,44.04,448.9,90,44.46,468.0,445,44.06,44.9,5,5.44,False
0,21111.11,229,112.119,292.11,1111,26.1111,200.0,96,9.0,6.6,2,2.211,False
0,88.9,228,22.6,226.2,92,29.22,229.6,220,22.88,28.6,26,2.22,False
0,448.4,400,40.98,488.4,84,48.46,486.4,84,44.84,9.8,8,4.84,False
119,21111.2,2011,112.22,209.2,222,22.11,222.2,209,2.26,22.9,6,11.22,False
0,289.9,92,20.28,322.2,202,28.08,322.2,328,9.32,8.9,8,2.89,False
0,193.3,106,32.86,169.0,150,14.37,225.2,122,10.13,11.8,4,3.19,False
0,209.2,92,211.6,202.11,222,22.62,21111.0,202,6.011,22.6,11,11.211,False
0,494.8,89,84.84,498.9,84,46.48,468.4,444,44.08,44.8,4,8.46,False
24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,False
0,444.0,94,55.87,447.0,404,48.45,444.8,404,9.67,9.8,7,4.65,False
1111,2116.2,112,112.69,202.0,2116,22.09,2116.2,2011,22.9,22.2,11,11.0,True
0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,False
0,282.9,92,28.82,322.6,32,32.99,289.8,202,8.82,9.2,2,2.82,False
0,2112.2,2211,26.22,222.11,116,9.1111,226.2,211,22.09,211.2,2,2.26,True
0,222.2,110,22.02,2211.9,26,20.1111,11211.11,1111,22.116,11.2,11,2.29,False
0,2211.2,96,22.112,202.6,2112,22.611,21111.2,2011,11.22,22.9,2,11.211,False
0,262.2,82,32.32,268.6,88,28.92,288.2,322,6.89,32.8,8,8.29,False
23,222.2,32,43.2,200.9,222,22.04,223.4,223,22.22,9.2,3,2.24,False
16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,False
24,240.4,222,22.29,204.2,92,22.22,222.3,222,3.42,22.0,4,2.92,False
0,408.4,480,88.48,444.8,404,48.09,448.4,98,8.04,8.8,4,4.8,False
22,222.2,99,26.2,2911.11,2211,26.211,299.6,209,211.211,20.11,11,2.92,False
0,49.4,444,8.56,445.9,456,44.45,405.0,97,9.44,44.4,45,5.47,False
0,440.4,94,45.87,474.8,94,45.4,488.5,408,8.47,44.4,9,5.0,False
0,143.9,61,24.46,194.9,105,16.57,109.6,94,4.93,11.1,2,3.0,False
0,220.0,202,211.11,296.2,22,26.69,220.2,21111,11.2,9.2,2,2.62,True
0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,False
0,220.3,222,32.32,236.2,62,23.23,232.9,39,3.26,20.3,2,2.32,False
0,229.2,224,40.44,299.4,92,24.24,244.4,220,4.42,2.3,4,2.04,False
0,249.0,243,20.34,224.0,203,24.22,224.2,94,22.42,24.4,4,4.34,True
86,96.8,448,46.46,440.6,408,44.8,466.0,88,4.44,48.4,4,8.64,False
28,29.9,328,8.08,329.2,322,20.92,828.9,208,32.62,8.6,6,2.82,False
0,220.8,222,82.82,286.2,62,28.28,282.9,89,8.26,20.8,2,2.82,False
88,88.8,202,28.2,209.6,92,9.82,222.2,202,2.22,2.2,9,2.92,False
20,94.0,49,23.24,232.9,92,22.22,200.3,29,9.04,22.2,2,4.02,False
0,328.8,202,86.62,290.2,98,26.32,322.8,206,9.68,8.6,6,2.82,False
0,449.8,90,44.84,448.4,94,44.44,444.0,448,4.69,8.4,40,4.44,False
86,448.6,444,49.68,484.4,94,40.4,469.9,408,4.68,9.9,44,4.64,False
0,292.2,226,1111.112,2110.2,26,22.06,211.2,200,11.112,2.2,2,2.0,False
0,448.0,455,40.06,448.4,99,44.09,444.4,444,9.65,5.5,5,4.45,False
0,468.4,406,48.44,448.4,409,48.46,440.0,98,9.48,8.4,8,4.88,False
24,294.4,44,42.9,220.2,90,24.22,222.2,222,22.23,4.4,4,2.4,False
0,322.8,92,82.08,320.6,92,28.28,322.8,89,32.28,20.8,6,2.28,True
0,244.0,42,20.23,224.4,92,24.32,294.2,242,4.39,22.4,20,4.29,True
0,484.4,448,48.84,489.8,99,48.84,446.8,86,9.46,48.9,4,8.48,True
0,222.6,211,116.211,2112.2,911,22.119,220.11,1111,20.112,211.9,2,11.211,False
0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,False
0,206.3,232,33.02,223.6,39,22.63,262.2,92,2.32,6.2,3,2.63,False
0,446.4,407,56.75,445.6,84,48.55,458.4,447,6.45,40.4,5,4.75,False
89,92.8,328,28.86,329.9,328,28.69,329.0,99,20.82,32.2,8,8.28,False
0,494.0,408,84.98,444.0,446,40.49,444.8,488,40.44,44.9,8,8.44,False
0,42.2,242,9.4,243.2,204,22.22,223.3,244,2.94,22.2,2,4.0,False
0,88.8,322,32.28,320.2,96,20.32,288.6,208,2.32,6.2,8,2.82,False
0,444.8,400,44.48,448.0,404,44.44,488.4,64,44.89,4.9,9,4.48,False
44,496.6,84,88.44,848.4,94,46.64,468.8,408,4.88,44.9,8,8.44,False
0,328.2,28,29.32,322.9,326,32.62,282.2,92,8.9,2.8,6,2.92,False
0,440.8,84,48.99,448.4,446,40.08,484.9,444,8.46,44.4,4,8.04,False
0,202.2,200,82.22,292.6,289,22.82,222.8,208,20.99,20.8,2,2.82,False
0,84.6,46,44.89,464.0,444,44.44,484.6,448,8.84,9.4,8,4.48,False
0,464.8,444,44.44,440.6,98,48.48,444.4,404,40.44,9.6,8,4.89,False
0,269.2,202,28.8,288.8,328,32.88,292.2,98,8.82,8.9,8,2.2,False
82,80.9,328,8.28,282.0,328,28.9,280.8,202,20.89,8.6,2,2.82,False
0,232.9,220,32.92,200.3,202,22.02,202.6,223,9.22,20.2,22,2.23,False
0,262.3,96,23.23,239.2,202,22.32,233.2,32,6.23,23.0,2,3.32,False
0,293.2,33,32.33,222.2,203,22.63,229.6,229,3.33,20.2,2,2.23,False
0,202.8,222,28.28,286.2,26,22.29,222.2,282,22.22,22.6,8,8.2,False
44,495.5,66,54.86,465.5,85,44.58,444.4,97,9.65,44.4,4,5.0,False
84,460.8,48,44.48,444.8,40,48.88,464.6,409,44.44,8.6,4,4.84,False
0,223.2,233,22.03,223.3,203,22.22,269.6,23,22.23,23.3,2,3.39,False
0,445.4,88,40.95,445.9,84,48.48,484.9,88,8.54,44.0,4,5.44,True
49,85.4,98,44.48,450.4,85,49.58,445.6,404,40.96,9.0,5,4.45,False
0,448.6,85,44.46,448.9,85,44.66,474.5,409,7.76,8.0,4,4.46,False
49,42.3,224,22.02,222.2,34,29.02,234.3,44,2.43,9.4,2,2.42,False
0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,False
0,232.9,223,32.09,239.6,33,20.32,229.3,202,20.32,3.3,2,2.29,False
0,206.2,22,211.09,220.2,1111,20.22,222.2,222,6.611,11.11,2,2.211,True
0,286.2,98,26.88,298.0,82,26.32,322.2,92,20.02,28.2,8,8.82,False
0,475.5,404,46.5,485.8,68,45.64,455.8,67,6.94,44.0,9,4.97,False
0,446.5,96,56.77,466.5,77,44.64,444.0,440,9.65,4.5,5,4.44,False
84,448.8,84,88.0,488.8,44,46.08,484.9,404,6.94,9.4,4,4.84,False
22,232.4,29,22.94,202.4,224,22.22,224.2,92,2.4,3.4,4,2.2,False
0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,False
0,222.8,98,80.28,282.2,28,22.28,280.8,228,8.22,22.9,8,8.22,False
42,234.4,22,22.4,204.2,202,22.23,242.0,42,20.22,2.4,2,2.22,False
2,222.4,93,22.02,240.2,44,29.44,224.2,44,20.02,9.2,4,2.42,False
22,296.2,228,88.89,280.8,209,22.28,226.2,28,2.98,9.8,2,2.82,False
0,484.5,444,50.86,448.4,98,48.56,464.6,405,7.47,8.5,5,4.5,False
0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,False
0,208.8,222,22.86,228.9,228,20.9,262.2,98,2.28,6.2,2,2.28,False
0,203.2,206,32.33,99.3,222,3.26,239.3,23,3.33,23.2,3,3.62,False
26,226.2,22,29.32,223.9,33,22.2,223.2,203,2.33,9.9,3,2.62,False
22,222.2,92,36.92,233.2,32,22.29,239.3,33,6.22,22.3,2,3.03,False
0,464.4,94,47.56,444.4,94,48.05,460.4,78,44.74,44.4,5,5.49,False
0,229.2,119,110.26,21111.11,202,22.011,21111.2,1111,22.112,11.11,2,2.112,False
0,64.4,89,40.64,469.9,444,44.44,409.6,64,9.45,5.7,6,4.54,True
0,197.8,60,33.63,221.0,64,18.79,168.6,134,7.59,8.9,5,2.4,False
0,222.8,202,86.09,228.2,208,29.22,268.8,226,2.88,2.2,8,2.08,False
0,2112.11,119,211.26,2112.2,211,22.29,21111.11,2112,20.119,22.11,2,11.29,False
0,232.2,23,26.22,296.2,33,26.22,233.3,92,22.22,20.2,9,2.23,False
0,487.9,446,54.94,457.6,447,45.4,447.5,86,40.45,7.5,6,4.05,False
0,236.6,92,20.22,220.9,226,23.23,226.3,222,6.62,3.9,2,2.2,False
0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,False
0,476.8,90,50.06,444.7,84,49.4,404.6,77,9.44,7.5,45,4.05,False
0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,False
0,268.2,282,32.28,320.2,82,20.32,262.0,322,2.88,32.6,2,8.28,True
69,666.6,96,96.9,966.9,609,66.66,690.6,660,66.66,66.9,6,9.96,False
0,202.2,89,22.26,229.8,200,22.69,288.2,222,8.26,22.0,8,2.92,False
44,222.4,94,23.23,244.2,202,22.42,234.2,44,2.22,4.2,2,2.22,False
0,262.2,329,28.26,288.2,328,29.82,209.6,328,2.98,20.8,8,2.28,False
0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,False
0,220.2,220,28.82,282.2,228,29.62,288.2,222,8.26,22.2,8,8.02,False
0,404.0,95,47.54,470.4,459,44.97,448.4,405,6.67,40.7,5,4.89,False
0,226.2,88,88.28,220.8,222,22.98,208.9,220,9.2,6.2,2,2.28,False
0,222.2,222,22.2,292.4,204,23.49,232.9,42,2.44,3.2,4,2.24,False
0,292.2,222,112.22,2116.9,112,211.112,2211.11,112,2.92,22.0,6,2.92,False
0,480.5,88,50.69,454.7,404,44.45,470.7,97,7.68,40.0,5,4.7,False
0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,False
0,405.8,440,47.99,45.9,88,5.75,489.6,87,8.55,45.4,5,5.54,False
0,98.4,88,46.69,480.8,69,48.84,448.6,69,40.06,9.8,4,4.84,False
0,242.2,234,23.24,234.4,222,22.42,249.9,42,20.4,22.2,2,4.23,False
0,242.9,42,22.42,292.3,93,23.42,222.2,42,9.4,4.2,4,2.22,False
0,92.2,209,23.22,229.0,223,23.62,222.6,30,9.32,22.9,2,3.23,False
0,488.4,408,84.48,444.9,448,44.06,400.4,444,9.04,40.4,9,4.84,False
0,222.8,220,22.28,262.8,220,28.8,282.2,86,8.28,2.8,8,2.22,False
0,282.8,88,26.32,320.9,88,28.28,328.9,329,9.88,32.0,2,8.32,False
29,242.2,24,42.4,292.4,22,23.44,224.3,202,20.24,23.9,4,2.43,False
0,286.2,222,82.62,298.6,220,26.88,206.8,80,9.29,28.8,8,8.28,False
0,444.0,95,57.74,487.0,405,45.9,484.5,444,44.7,44.4,6,5.55,False
0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,False
112,2211.0,202,29.22,209.2,911,22.11,2112.2,92,20.2,22.2,2,11.29,False
82,202.8,92,82.28,222.2,208,20.82,269.6,22,2.68,2.8,2,2.22,False
0,322.9,88,80.32,262.8,82,32.32,328.2,322,20.02,28.2,8,2.2,False
0,467.9,444,45.54,445.0,74,48.96,464.7,90,44.84,44.5,5,5.05,True
0,444.5,440,57.64,457.8,89,45.44,494.5,89,8.66,44.5,6,5.05,False
29,202.2,222,1111.22,2112.2,2112,22.6,269.11,92,2.62,9.11,11,2.112,False
0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,False
0,498.6,44,88.48,446.4,44,40.44,448.6,84,6.69,44.4,4,8.88,False
0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,False
26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,False
0,479.4,444,50.46,475.4,450,44.89,448.6,94,40.49,9.9,6,4.67,False
0,226.9,92,22.92,222.3,222,9.22,222.3,92,3.23,22.2,3,3.03,False
0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,True
0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,False
0,449.4,68,48.4,444.9,98,44.64,444.8,94,9.68,44.9,8,4.88,True
0,404.0,84,84.68,468.8,64,44.84,464.0,404,4.88,48.8,8,8.89,True
0,2611.0,229,211.011,202.6,2211,22.22,222.11,92,2.211,22.11,2,11.1111,True
0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,False
0,328.8,92,32.2,322.9,280,20.28,328.2,202,20.28,8.8,2,2.8,False
0,222.6,202,112.62,21111.2,110,22.22,262.2,1111,2.1111,22.2,6,11.211,False
0,209.2,222,88.88,206.2,80,9.02,229.6,90,8.08,22.0,6,8.28,False
0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,False
0,262.8,222,22.89,298.9,96,26.92,268.9,90,2.22,6.6,8,2.28,False
46,498.8,448,88.8,466.6,64,44.46,498.8,448,8.98,44.4,8,8.89,False
0,249.2,44,42.2,229.0,49,24.32,234.0,223,2.43,2.2,4,2.92,False
0,292.0,88,82.32,828.8,329,32.2,322.8,29,32.28,6.8,2,2.26,False
0,268.8,220,28.2,298.8,206,26.82,208.8,202,9.88,9.8,8,2.68,False
28,329.6,96,28.28,289.8,322,20.88,298.8,288,28.32,2.2,2,2.0,False
22,223.3,93,36.62,222.3,92,20.33,222.0,203,6.62,9.6,3,2.39,False
0,223.2,220,29.94,243.0,244,20.03,242.4,202,3.43,20.3,2,2.43,False
119,222.0,220,22.22,222.6,119,20.112,1102.0,22,211.119,22.11,11,11.011,False
0,406.5,98,55.07,494.8,84,44.89,45.7,444,4.97,40.6,4,4.86,False
82,292.8,322,82.69,329.8,322,20.99,286.8,202,6.28,6.8,32,2.2,False
0,459.4,74,45.65,446.0,444,40.94,407.4,444,9.54,44.4,9,5.08,False
0,262.11,1111,22.119,2211.2,2211,211.26,292.2,112,11.62,20.9,2,2.92,False
0,286.2,320,20.32,282.9,92,29.32,262.2,88,2.32,32.2,6,8.28,False
0,220.11,116,211.99,222.11,1111,211.119,262.11,222,2.112,22.2,6,11.29,False
45,454.0,444,44.78,406.0,444,47.54,480.6,448,8.45,9.7,4,4.64,False
0,148.5,115,25.25,276.4,84,23.49,193.6,112,8.71,12.4,3,3.35,False
0,322.8,322,29.92,208.2,208,32.32,208.2,98,9.28,32.2,2,8.89,False
88,320.2,88,26.02,200.2,326,32.06,202.2,202,9.08,20.9,8,2.92,False
0,232.2,203,23.96,232.3,30,22.39,293.2,93,3.92,9.2,2,2.32,False
0,262.6,226,211.29,229.2,222,211.611,2211.9,92,9.22,22.2,2,11.26,False
86,444.4,448,86.44,464.4,444,48.44,464.4,404,44.94,9.8,4,4.84,False
0,2211.6,206,211.26,220.11,611,22.92,2011.2,116,9.22,20.0,2,2.2,False
29,226.6,1111,110.02,262.2,66,211.1111,2211.11,911,9.2,22.6,6,11.92,False
0,85.8,77,44.59,465.5,440,44.05,478.5,94,8.05,9.4,4,4.48,False
0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,False
0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,False
86,226.2,208,88.28,282.6,228,28.22,288.8,202,22.68,20.8,8,2.82,False
0,244.2,209,23.24,292.0,204,23.29,243.2,222,22.42,22.2,3,4.42,False
0,445.4,444,44.58,444.4,440,40.5,464.6,404,7.54,44.4,5,5.49,False
44,454.5,98,44.56,450.4,444,49.57,485.7,87,44.77,40.0,5,4.7,False
0,449.7,449,59.05,556.0,404,48.56,494.8,448,8.68,9.6,4,4.59,True
82,32.2,88,32.2,322.2,208,20.6,288.8,208,2.0,32.2,8,8.26,False
211,229.2,1111,112.211,2112.11,99,22.1111,110.2,60,2.211,22.11,6,11.116,False
0,62.6,222,20.62,280.6,226,28.88,222.2,80,9.98,20.2,2,2.82,False
0,229.2,200,42.24,222.9,90,20.34,234.9,202,2.3,20.2,2,2.24,False
0,480.9,408,44.68,444.4,400,44.84,448.6,88,6.69,9.6,6,4.89,False
28,229.2,222,28.28,262.8,228,28.82,220.8,228,9.92,2.6,2,2.08,False
0,232.2,206,30.96,232.9,206,22.22,232.3,23,6.33,20.0,3,2.2,True
0,229.9,222,22.011,2110.2,2011,29.116,220.11,2211,6.112,211.11,11,11.119,False
0,244.0,44,42.24,222.9,94,29.22,222.2,204,9.43,22.2,4,4.04,False
29,223.2,29,33.32,232.2,222,23.9,232.2,222,22.63,22.9,3,3.23,False
0,263.2,203,23.22,233.2,203,23.62,30.2,203,3.62,3.9,2,2.2,False
0,286.8,202,26.62,220.2,282,22.92,222.2,222,20.28,22.2,2,8.29,False
32,282.8,98,28.82,282.2,92,28.66,282.2,20,20.32,20.2,8,2.28,False
0,2110.9,29,110.211,292.9,1111,26.112,292.11,209,11.9,11.11,9,2.1111,False
0,228.6,202,22.26,222.9,98,22.82,202.2,86,9.82,6.2,8,2.68,False
20,222.9,2011,22.29,1111.6,62,2.1111,290.0,96,211.011,20.11,6,2.92,False
1111,2119.2,66,112.211,222.11,611,211.09,2611.2,2011,2.26,20.0,11,2.2,False
0,249.4,222,42.22,292.4,202,23.22,242.4,222,20.44,22.9,4,2.02,False
0,282.2,26,89.82,226.2,208,28.22,280.6,222,8.88,28.9,2,8.28,False
0,223.3,92,20.23,222.3,209,23.22,233.2,93,22.32,22.2,2,3.22,False
0,239.9,202,24.44,209.2,222,22.4,203.2,29,9.22,22.4,2,4.22,False
24,222.0,204,20.42,220.2,200,22.94,230.4,23,2.22,2.2,2,2.04,False
0,286.2,200,28.32,282.2,322,32.32,292.9,322,8.68,6.9,8,2.86,False
0,488.0,48,48.04,449.8,48,48.64,440.8,89,9.49,9.8,4,4.68,False
0,460.8,94,44.84,488.8,84,48.44,484.8,408,44.44,8.8,8,4.8,False
0,448.9,448,88.4,464.8,406,48.84,444.4,88,44.44,40.4,4,4.48,False
19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,False
0,445.6,449,49.65,467.8,404,44.46,444.8,444,6.58,44.6,9,5.4,False
0,460.4,448,44.44,446.0,46,44.44,469.8,84,44.48,44.8,4,8.44,False
50,474.0,448,49.58,405.5,84,47.45,448.4,90,9.84,6.7,5,4.84,False
0,2116.11,911,26.66,2211.11,611,211.112,2211.11,22,20.011,2.6,6,2.011,False
88,289.2,209,20.66,288.8,222,20.02,286.8,98,2.08,9.8,2,2.82,False
57,485.4,87,54.54,478.5,448,45.47,448.5,407,9.84,8.0,5,4.46,False
0,404.4,97,54.75,475.4,448,45.44,479.6,448,8.08,44.0,5,4.97,False
0,262.8,88,22.22,222.2,88,20.82,262.0,98,22.29,22.2,8,8.82,False
0,98.8,88,28.86,299.6,222,26.92,206.2,202,9.28,6.8,2,2.26,False
0,226.0,222,88.22,802.6,88,28.89,282.2,282,8.28,22.6,2,8.2,False
88,268.8,202,22.26,286.0,222,22.86,229.2,222,22.22,2.8,6,2.26,False
46,94.7,404,45.59,450.6,449,44.8,65.5,405,4.85,7.7,5,4.08,False
0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,False
0,322.2,82,88.32,328.8,90,20.68,322.8,66,6.68,32.0,8,8.32,False
0,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,False
29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,False
0,233.2,206,23.33,262.2,206,23.22,223.2,220,20.23,22.2,3,3.26,False
0,328.2,326,20.28,329.8,92,32.29,322.0,86,20.32,28.6,8,8.62,True
0,222.8,98,29.68,286.6,228,28.86,288.2,208,22.62,22.9,8,8.28,False
0,229.6,220,211.211,200.2,1111,22.06,2112.2,202,11.211,22.11,9,11.116,False
28,282.0,222,22.28,206.0,222,22.82,280.6,228,8.28,9.2,2,2.62,False
84,484.4,68,44.8,444.4,448,49.88,448.9,408,8.08,44.8,4,8.46,False
0,222.4,202,22.29,440.9,202,29.44,234.2,94,2.42,22.4,4,4.04,False
0,32.2,36,23.29,223.2,22,20.32,232.0,223,20.62,20.3,2,2.23,False
0,486.4,409,48.69,448.4,64,48.48,444.4,484,9.64,40.4,44,4.89,True
0,290.8,88,82.88,292.8,89,26.88,286.8,209,32.82,32.2,8,8.26,False
80,222.2,89,22.62,222.2,226,22.68,292.6,222,8.26,22.2,8,8.22,False
0,222.2,228,22.09,268.8,288,22.82,269.8,222,2.62,22.2,2,8.0,False
0,456.5,97,45.47,474.4,408,44.64,457.5,404,6.49,7.4,5,4.94,False
